age,job,marital,education,balance,housing,duration,campaign,subscribed
32,2,0,0,2253,1,78,1,0
48,5,1,3,2493,1,415,23,0
41,11,0,3,4949,0,46,8,0
37,7,2,3,2819,1,14,13,0
36,1,1,2,-2136,0,24,26,0
43,3,0,2,-5069,0,248,29,1
55,6,1,1,494,1,60,26,0
46,9,2,1,1664,1,602,7,0
46,7,2,0,5189,1,47,2,0
55,7,0,2,1875,0,77,14,0
29,9,0,2,472,0,165,18,1
27,3,2,1,-967,1,324,11,1
32,10,2,3,-759,1,26,11,0
50,4,2,2,-1721,0,697,5,1
31,4,1,2,5389,0,102,27,0
49,0,2,0,3072,1,420,3,0
33,10,1,0,6380,0,89,20,0
47,2,2,3,-220,1,319,18,0
48,1,2,1,4318,0,331,14,0
42,5,0,2,3120,0,302,29,0
38,8,0,3,-2830,1,161,24,0
55,1,2,2,1484,1,174,20,0
53,8,1,1,5628,0,198,12,1
39,6,1,0,2506,1,370,2,0
25,6,2,3,4103,1,4,5,0
39,2,0,3,-2465,0,530,11,0
63,11,0,3,-1744,0,7,18,0
37,6,2,0,802,1,277,6,0
53,4,2,0,-1811,1,81,1,0
44,4,2,2,8699,0,641,2,0
55,2,1,2,2371,1,32,1,0
41,4,1,1,3248,1,69,5,0
48,1,0,2,5293,0,146,7,0
55,8,0,2,1213,1,106,12,0
59,11,1,0,505,1,183,5,0
52,2,1,2,753,0,65,16,0
46,1,0,3,8506,1,455,6,1
38,0,2,2,-927,1,56,25,0
18,3,2,1,-1278,0,501,12,0
33,1,2,1,1589,1,308,19,0
18,4,2,1,2849,1,383,17,1
28,10,1,1,-18,1,35,25,0
29,8,1,2,-3119,0,384,9,0
21,5,1,2,2678,0,138,8,0
34,0,2,0,281,0,184,18,0
34,8,0,1,6130,1,543,25,0
52,4,1,1,-1772,1,1198,15,1
47,7,2,1,7409,1,997,19,0
45,5,1,2,1260,0,355,22,0
56,6,1,0,651,1,91,9,0
52,9,1,1,4403,1,365,26,0
27,11,1,1,1259,0,621,28,1
27,0,1,3,2418,0,111,28,0
39,7,0,0,5729,0,165,7,1
46,11,0,0,-30,1,265,20,0
43,3,1,3,3666,1,432,26,1
45,5,0,0,3800,0,514,25,0
48,10,2,3,4867,0,31,13,0
46,7,1,2,3955,1,238,18,0
51,1,0,1,3909,1,422,12,0
18,3,0,1,3453,1,279,9,0
39,8,2,2,-3245,1,56,15,0
44,10,1,2,208,1,99,7,0
52,6,2,0,2786,1,73,20,0
36,11,1,2,-173,0,630,27,1
18,10,1,0,157,0,675,23,0
39,10,2,1,1686,0,426,3,0
49,2,2,3,-2443,0,225,20,0
22,3,2,3,4039,1,317,4,0
27,4,1,0,1702,0,945,9,1
43,9,1,1,-1491,1,82,29,0
33,0,2,0,4252,0,58,11,0
63,6,2,0,1145,0,179,6,0
58,9,1,3,5262,1,265,15,1
40,9,1,1,4915,0,31,6,0
37,10,0,3,1859,0,747,11,1
33,4,1,0,3750,1,48,28,0
60,8,0,3,2070,0,382,15,0
30,3,1,1,-519,0,30,18,0
60,8,1,3,-1468,1,118,16,0
36,0,0,1,1945,1,303,7,0
35,9,0,2,-178,1,75,15,0
18,3,2,2,-977,0,452,21,0
25,3,1,0,3482,0,330,14,0
18,5,0,3,-1708,0,63,12,0
31,9,1,1,3824,1,454,16,0
42,4,0,3,625,0,24,19,0
54,9,0,3,-1304,1,79,21,0
35,2,0,2,1667,0,1629,4,1
66,3,2,1,6311,1,302,13,0
41,3,1,3,7112,1,192,12,0
38,8,0,0,-1851,0,109,3,0
52,10,0,0,-1996,1,38,23,0
47,2,1,3,-620,0,1111,22,0
36,3,2,2,-1349,1,39,6,0
31,4,0,0,983,0,251,18,0
55,4,0,3,5743,0,921,14,1
40,1,1,1,3124,0,396,20,1
45,8,1,3,1004,0,43,4,0
57,9,1,0,6306,1,55,23,0
28,10,0,1,5202,0,473,17,0
57,3,2,3,3810,0,216,4,0
22,4,0,0,1566,1,245,20,0
38,10,0,3,-808,0,68,6,0
55,4,1,0,400,0,34,12,0
27,9,2,1,-7393,1,414,28,0
49,1,1,3,2697,1,221,13,0
32,11,1,1,1901,0,259,12,0
48,11,1,1,-5645,0,486,14,0
54,3,1,0,-1089,1,746,26,0
46,6,2,3,120,0,44,3,0
31,3,2,2,2016,0,421,14,0
46,5,0,2,5042,1,180,24,0
41,6,1,1,600,1,19,23,0
33,3,1,0,-2090,1,47,3,0
32,8,0,1,-1390,1,1172,24,0
57,7,1,0,5616,1,109,7,0
30,10,1,2,-3234,1,259,22,0
36,5,2,2,61,1,161,14,0
36,8,2,1,2791,1,28,25,0
29,2,0,0,1145,0,566,7,0
25,8,1,0,3498,1,0,20,0
33,4,1,3,-1480,0,240,27,0
53,10,2,2,-4279,1,62,4,0
41,0,1,1,3081,1,255,26,0
51,1,1,0,3751,1,405,20,0
69,7,2,2,1075,1,33,15,0
52,5,0,0,-1188,0,1054,19,0
41,3,2,3,5255,1,74,18,0
42,3,2,1,4682,0,41,27,0
45,7,2,1,4577,1,203,29,0
53,7,1,2,-3412,0,413,25,0
30,3,0,0,737,0,99,24,0
37,7,0,3,-2524,0,824,10,1
46,3,1,0,1948,0,240,14,0
